referrer,views_total,views_unique
Google,1225,814
news.ycombinator.com,769,677
github.com,402,186
pythagora.ai,82,57
Bing,78,36
search.brave.com,70,41
youtube.com,50,37
DuckDuckGo,40,34
l.facebook.com,24,4
hckrnews.com,20,17
