time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-07 00:00:00+00:00,1.0,1.0,54,21
2024-12-08 00:00:00+00:00,2.0,1.0,37,23
2024-12-09 00:00:00+00:00,3.0,1.0,35,22
2024-12-10 00:00:00+00:00,,,27,22
2024-12-11 00:00:00+00:00,1.0,1.0,25,21
2024-12-12 00:00:00+00:00,2.0,2.0,33,24
2024-12-13 00:00:00+00:00,5.0,3.0,19,16
2024-12-14 00:00:00+00:00,1.0,1.0,25,12
2024-12-15 00:00:00+00:00,2.0,1.0,25,13
2024-12-16 00:00:00+00:00,2.0,1.0,28,17
2024-12-17 00:00:00+00:00,,,34,20
2024-12-18 00:00:00+00:00,2.0,2.0,35,20
2024-12-19 00:00:00+00:00,3.0,1.0,24,19
2024-12-20 00:00:00+00:00,4.0,2.0,36,20
