time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-02 00:00:00+00:00,5,5,10,9
2025-05-03 00:00:00+00:00,8,5,9,5
2025-05-04 00:00:00+00:00,2,2,9,7
2025-05-05 00:00:00+00:00,6,4,21,17
2025-05-06 00:00:00+00:00,4,4,22,15
2025-05-07 00:00:00+00:00,6,4,5,5
2025-05-08 00:00:00+00:00,6,4,16,6
2025-05-09 00:00:00+00:00,4,4,25,13
2025-05-10 00:00:00+00:00,6,4,11,8
2025-05-11 00:00:00+00:00,4,4,7,5
2025-05-12 00:00:00+00:00,8,5,13,12
2025-05-13 00:00:00+00:00,3,3,14,11
2025-05-14 00:00:00+00:00,4,4,16,12
2025-05-15 00:00:00+00:00,3,3,26,18
