time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-28 00:00:00+00:00,6,3,11,9
2025-03-29 00:00:00+00:00,2,2,8,7
2025-03-30 00:00:00+00:00,3,3,10,9
2025-03-31 00:00:00+00:00,5,5,33,9
2025-04-01 00:00:00+00:00,3,3,17,13
2025-04-02 00:00:00+00:00,4,3,23,11
2025-04-03 00:00:00+00:00,9,6,13,6
2025-04-04 00:00:00+00:00,9,6,29,11
2025-04-05 00:00:00+00:00,4,4,6,5
2025-04-06 00:00:00+00:00,6,3,14,9
2025-04-07 00:00:00+00:00,18,4,16,10
2025-04-08 00:00:00+00:00,6,3,33,24
2025-04-09 00:00:00+00:00,5,5,47,21
2025-04-10 00:00:00+00:00,1,1,32,16
