time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-09 00:00:00+00:00,5,5,15,11
2023-12-10 00:00:00+00:00,2,2,9,6
2023-12-11 00:00:00+00:00,4,4,23,19
2023-12-12 00:00:00+00:00,4,4,21,14
2023-12-13 00:00:00+00:00,3,3,59,20
2023-12-14 00:00:00+00:00,2,2,37,23
2023-12-15 00:00:00+00:00,3,3,25,14
2023-12-16 00:00:00+00:00,4,4,34,10
2023-12-17 00:00:00+00:00,3,3,10,7
2023-12-18 00:00:00+00:00,4,4,73,21
2023-12-19 00:00:00+00:00,3,3,22,10
2023-12-20 00:00:00+00:00,5,4,28,16
2023-12-21 00:00:00+00:00,4,4,64,36
2023-12-22 00:00:00+00:00,2,2,95,40
