time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-27 00:00:00+00:00,6.0,3.0,16,14
2024-04-28 00:00:00+00:00,3.0,3.0,56,15
2024-04-29 00:00:00+00:00,2.0,2.0,33,21
2024-04-30 00:00:00+00:00,2.0,2.0,110,24
2024-05-01 00:00:00+00:00,1.0,1.0,45,22
2024-05-02 00:00:00+00:00,3.0,3.0,169,29
2024-05-03 00:00:00+00:00,3.0,3.0,152,31
2024-05-04 00:00:00+00:00,7.0,3.0,25,17
2024-05-05 00:00:00+00:00,1.0,1.0,28,23
2024-05-06 00:00:00+00:00,4.0,4.0,72,30
2024-05-07 00:00:00+00:00,9.0,5.0,124,31
2024-05-08 00:00:00+00:00,3.0,3.0,41,18
2024-05-09 00:00:00+00:00,3.0,3.0,73,31
2024-05-10 00:00:00+00:00,,,48,31
