time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-05 00:00:00+00:00,3,3,23,13
2024-02-06 00:00:00+00:00,2,2,35,23
2024-02-07 00:00:00+00:00,2,2,13,13
2024-02-08 00:00:00+00:00,4,4,103,24
2024-02-09 00:00:00+00:00,5,5,97,12
2024-02-10 00:00:00+00:00,2,2,31,11
2024-02-11 00:00:00+00:00,2,2,13,8
2024-02-12 00:00:00+00:00,3,3,15,10
2024-02-13 00:00:00+00:00,4,4,21,12
2024-02-14 00:00:00+00:00,2,2,40,12
2024-02-15 00:00:00+00:00,3,3,38,16
2024-02-16 00:00:00+00:00,2,2,12,8
2024-02-17 00:00:00+00:00,2,2,7,7
2024-02-18 00:00:00+00:00,1,1,13,10
