time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-24 00:00:00+00:00,14,7,5,5
2025-08-25 00:00:00+00:00,14,6,9,7
2025-08-26 00:00:00+00:00,11,5,22,12
2025-08-27 00:00:00+00:00,11,5,27,17
2025-08-28 00:00:00+00:00,9,3,12,9
2025-08-29 00:00:00+00:00,10,4,8,7
2025-08-30 00:00:00+00:00,13,7,11,8
2025-08-31 00:00:00+00:00,15,9,24,12
2025-09-01 00:00:00+00:00,10,4,11,10
2025-09-02 00:00:00+00:00,16,8,9,7
2025-09-03 00:00:00+00:00,9,9,19,11
2025-09-04 00:00:00+00:00,3,3,11,10
2025-09-05 00:00:00+00:00,6,6,12,7
2025-09-06 00:00:00+00:00,1,1,10,6
