time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-07 00:00:00+00:00,6.0,5.0,579,226
2024-10-08 00:00:00+00:00,1.0,1.0,156,104
2024-10-09 00:00:00+00:00,1.0,1.0,253,107
2024-10-10 00:00:00+00:00,1.0,1.0,158,94
2024-10-11 00:00:00+00:00,2.0,2.0,152,89
2024-10-12 00:00:00+00:00,,,109,75
2024-10-13 00:00:00+00:00,3.0,2.0,86,51
2024-10-14 00:00:00+00:00,5.0,4.0,112,61
2024-10-15 00:00:00+00:00,5.0,3.0,84,65
2024-10-16 00:00:00+00:00,1.0,1.0,115,56
2024-10-17 00:00:00+00:00,1.0,1.0,90,60
2024-10-18 00:00:00+00:00,3.0,1.0,75,50
2024-10-19 00:00:00+00:00,2.0,2.0,58,36
2024-10-20 00:00:00+00:00,1.0,1.0,51,29
