url_path,views_total,views_unique
/Pythagora-io/pythagora,811,560
/Pythagora-io/pythagora/tree/main/src,158,35
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,54,18
/Pythagora-io/pythagora/issues,46,24
/Pythagora-io/pythagora/tree/main/pythagora_tests/unit/src,36,11
/Pythagora-io/pythagora/blob/main/src/Pythagora.js,34,13
/Pythagora-io/pythagora/pulls,33,8
/Pythagora-io/pythagora/tree/main/src/scripts,25,10
/Pythagora-io/pythagora/stargazers,25,9
/Pythagora-io/pythagora/tree/main/src/templates,21,6
