time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-17 00:00:00+00:00,4,4,67,23
2023-11-18 00:00:00+00:00,1,1,11,8
2023-11-19 00:00:00+00:00,5,4,15,3
2023-11-20 00:00:00+00:00,5,5,37,15
2023-11-21 00:00:00+00:00,2,2,27,14
2023-11-22 00:00:00+00:00,4,3,90,20
2023-11-23 00:00:00+00:00,2,2,210,19
2023-11-24 00:00:00+00:00,3,3,67,18
2023-11-25 00:00:00+00:00,2,2,78,9
2023-11-26 00:00:00+00:00,4,4,20,8
2023-11-27 00:00:00+00:00,6,6,61,20
2023-11-28 00:00:00+00:00,1,1,201,19
2023-11-29 00:00:00+00:00,3,3,27,10
2023-11-30 00:00:00+00:00,2,2,32,8
