time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-09 00:00:00+00:00,5,5,47,21
2025-04-10 00:00:00+00:00,6,3,34,17
2025-04-11 00:00:00+00:00,5,2,31,14
2025-04-12 00:00:00+00:00,5,2,14,8
2025-04-13 00:00:00+00:00,1,1,5,4
2025-04-14 00:00:00+00:00,1,1,17,12
2025-04-15 00:00:00+00:00,4,4,14,11
2025-04-16 00:00:00+00:00,2,2,12,11
2025-04-17 00:00:00+00:00,8,5,24,13
2025-04-18 00:00:00+00:00,7,4,12,10
2025-04-19 00:00:00+00:00,6,4,4,4
2025-04-20 00:00:00+00:00,9,5,13,12
2025-04-21 00:00:00+00:00,8,6,11,8
2025-04-22 00:00:00+00:00,2,2,16,13
