time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-11 00:00:00+00:00,13,9,130,24
2023-04-12 00:00:00+00:00,6,4,141,30
2023-04-13 00:00:00+00:00,7,6,92,29
2023-04-14 00:00:00+00:00,9,7,93,36
2023-04-15 00:00:00+00:00,3,3,32,17
2023-04-16 00:00:00+00:00,3,3,21,13
2023-04-17 00:00:00+00:00,2,2,79,26
2023-04-18 00:00:00+00:00,17,9,58,32
2023-04-19 00:00:00+00:00,10,7,200,67
2023-04-20 00:00:00+00:00,6,5,87,41
2023-04-21 00:00:00+00:00,28,12,125,38
2023-04-22 00:00:00+00:00,10,6,92,22
2023-04-23 00:00:00+00:00,4,3,42,17
2023-04-24 00:00:00+00:00,11,9,187,43
