url_path,views_total,views_unique
/Pythagora-io/pythagora,128,109
/Pythagora-io/pythagora/tree/main/src,8,7
/Pythagora-io/pythagora/issues,6,6
/Pythagora-io/pythagora/pulls,6,5
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,4,4
/Pythagora-io/pythagora/tree/main/pythagora_tests/unit/src,4,4
/Pythagora-io/pythagora/tree/main/src/scripts,4,4
/Pythagora-io/pythagora/tree/main/src/templates,4,4
/Pythagora-io/pythagora/tree/main/src/bin,3,3
/Pythagora-io/pythagora/tree/main/src/commands,3,3
