referrer,views_total,views_unique
Google,231,146
github.com,57,41
pythagora.ai,44,26
search.brave.com,29,13
perplexity.ai,19,1
chatgpt.com,12,8
Bing,11,8
producthunt.com,11,7
ya.ru,4,4
mevx.io,3,2
