time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-31 00:00:00+00:00,9,5,139,18
2026-01-01 00:00:00+00:00,9,5,52,11
2026-01-02 00:00:00+00:00,2,2,9,4
2026-01-03 00:00:00+00:00,14,10,6,3
2026-01-04 00:00:00+00:00,9,4,14,7
2026-01-05 00:00:00+00:00,7,7,12,12
2026-01-06 00:00:00+00:00,8,5,14,10
2026-01-07 00:00:00+00:00,12,7,6,6
2026-01-08 00:00:00+00:00,3,3,12,10
2026-01-09 00:00:00+00:00,10,6,15,9
2026-01-10 00:00:00+00:00,6,6,7,2
2026-01-11 00:00:00+00:00,11,6,16,3
2026-01-12 00:00:00+00:00,15,11,10,9
2026-01-13 00:00:00+00:00,7,3,4,3
