url_path,views_total,views_unique
/Pythagora-io/pythagora,1831,1089
/Pythagora-io/pythagora/tree/main/src,302,76
/Pythagora-io/pythagora/issues,95,47
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,76,31
/Pythagora-io/pythagora/tree/main/src/commands,68,24
/Pythagora-io/pythagora/blob/main/src/Pythagora.js,65,34
/Pythagora-io/pythagora/stargazers,63,6
/Pythagora-io/pythagora/tree/main/src/scripts,50,17
/Pythagora-io/pythagora/tree/main/src/helpers,48,17
/Pythagora-io/pythagora/commits/main,46,9
