time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-15 00:00:00+00:00,3.0,3.0,25,14
2023-12-16 00:00:00+00:00,4.0,4.0,34,10
2023-12-17 00:00:00+00:00,3.0,3.0,10,7
2023-12-18 00:00:00+00:00,4.0,4.0,73,21
2023-12-19 00:00:00+00:00,3.0,3.0,22,10
2023-12-20 00:00:00+00:00,5.0,4.0,28,16
2023-12-21 00:00:00+00:00,4.0,4.0,64,36
2023-12-22 00:00:00+00:00,4.0,4.0,95,40
2023-12-23 00:00:00+00:00,2.0,2.0,59,29
2023-12-24 00:00:00+00:00,5.0,5.0,137,29
2023-12-25 00:00:00+00:00,5.0,5.0,49,27
2023-12-26 00:00:00+00:00,3.0,3.0,128,32
2023-12-27 00:00:00+00:00,3.0,3.0,113,36
2023-12-28 00:00:00+00:00,,,35,20
