time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-07 00:00:00+00:00,12,6,30,25
2025-07-08 00:00:00+00:00,17,11,31,22
2025-07-09 00:00:00+00:00,13,7,30,16
2025-07-10 00:00:00+00:00,15,7,14,13
2025-07-11 00:00:00+00:00,16,7,17,11
2025-07-12 00:00:00+00:00,14,6,21,16
2025-07-13 00:00:00+00:00,14,8,14,12
2025-07-14 00:00:00+00:00,20,12,10,8
2025-07-15 00:00:00+00:00,19,11,8,7
2025-07-16 00:00:00+00:00,12,4,13,11
2025-07-17 00:00:00+00:00,11,3,20,13
2025-07-18 00:00:00+00:00,12,6,9,7
2025-07-19 00:00:00+00:00,13,7,14,9
2025-07-20 00:00:00+00:00,2,2,10,8
