time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-03 00:00:00+00:00,3.0,3.0,13,12
2024-09-04 00:00:00+00:00,2.0,1.0,71,13
2024-09-05 00:00:00+00:00,3.0,1.0,29,11
2024-09-06 00:00:00+00:00,1.0,1.0,99,15
2024-09-07 00:00:00+00:00,,,18,11
2024-09-08 00:00:00+00:00,1.0,1.0,14,13
2024-09-09 00:00:00+00:00,,,33,13
2024-09-10 00:00:00+00:00,4.0,2.0,90,15
2024-09-11 00:00:00+00:00,3.0,2.0,24,16
2024-09-12 00:00:00+00:00,,,17,14
2024-09-13 00:00:00+00:00,,,19,12
2024-09-14 00:00:00+00:00,,,43,11
2024-09-15 00:00:00+00:00,4.0,2.0,26,17
2024-09-16 00:00:00+00:00,2.0,2.0,21,12
