time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-16 00:00:00+00:00,6.0,3.0,14,5
2023-09-17 00:00:00+00:00,1.0,1.0,81,10
2023-09-18 00:00:00+00:00,4.0,4.0,135,21
2023-09-19 00:00:00+00:00,1.0,1.0,89,29
2023-09-20 00:00:00+00:00,1.0,1.0,61,18
2023-09-21 00:00:00+00:00,11.0,3.0,80,22
2023-09-22 00:00:00+00:00,2.0,2.0,138,26
2023-09-23 00:00:00+00:00,1.0,1.0,44,12
2023-09-24 00:00:00+00:00,3.0,3.0,31,13
2023-09-25 00:00:00+00:00,3.0,3.0,93,41
2023-09-26 00:00:00+00:00,4.0,3.0,62,36
2023-09-27 00:00:00+00:00,1.0,1.0,66,24
2023-09-28 00:00:00+00:00,2.0,2.0,44,19
2023-09-29 00:00:00+00:00,,,48,28
