url_path,views_total,views_unique
/Pythagora-io/pythagora,3818,2895
/Pythagora-io/pythagora/tree/main/src,154,94
/Pythagora-io/pythagora/issues,52,30
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,40,33
/Pythagora-io/pythagora/blob/main/README.md,38,29
/Pythagora-io/pythagora/tree/main/src/scripts,33,21
/Pythagora-io/pythagora/tree/main/src/commands,30,24
/Pythagora-io/pythagora/tree/main/pythagora_tests/unit/src,30,23
/Pythagora-io/pythagora/tree/main,29,25
/Pythagora-io/pythagora/forks,18,4
