time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-27 00:00:00+00:00,3,3,141,55
2023-07-28 00:00:00+00:00,4,3,118,53
2023-07-29 00:00:00+00:00,2,2,92,31
2023-07-30 00:00:00+00:00,1,1,26,16
2023-07-31 00:00:00+00:00,7,7,70,28
2023-08-01 00:00:00+00:00,2,2,63,34
2023-08-02 00:00:00+00:00,2,2,128,32
2023-08-03 00:00:00+00:00,2,2,185,49
2023-08-04 00:00:00+00:00,4,4,112,32
2023-08-05 00:00:00+00:00,2,2,33,17
2023-08-06 00:00:00+00:00,4,4,21,11
2023-08-07 00:00:00+00:00,4,4,228,60
2023-08-08 00:00:00+00:00,4,4,108,37
2023-08-09 00:00:00+00:00,5,5,201,65
