time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-29 00:00:00+00:00,12,4,24,16
2025-07-30 00:00:00+00:00,18,11,24,19
2025-07-31 00:00:00+00:00,14,8,23,16
2025-08-01 00:00:00+00:00,16,8,23,21
2025-08-02 00:00:00+00:00,21,15,14,9
2025-08-03 00:00:00+00:00,12,6,9,9
2025-08-04 00:00:00+00:00,13,7,20,13
2025-08-05 00:00:00+00:00,9,3,9,8
2025-08-06 00:00:00+00:00,13,4,12,10
2025-08-07 00:00:00+00:00,10,4,8,8
2025-08-08 00:00:00+00:00,12,4,13,10
2025-08-09 00:00:00+00:00,14,6,20,7
2025-08-10 00:00:00+00:00,13,5,13,8
2025-08-11 00:00:00+00:00,5,5,16,14
