time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-24 00:00:00+00:00,7,4,21,14
2025-04-25 00:00:00+00:00,8,4,12,10
2025-04-26 00:00:00+00:00,3,3,2,2
2025-04-27 00:00:00+00:00,5,3,11,8
2025-04-28 00:00:00+00:00,3,3,9,8
2025-04-29 00:00:00+00:00,8,7,15,8
2025-04-30 00:00:00+00:00,6,6,9,9
2025-05-01 00:00:00+00:00,11,8,9,7
2025-05-02 00:00:00+00:00,5,5,10,9
2025-05-03 00:00:00+00:00,8,5,9,5
2025-05-04 00:00:00+00:00,2,2,9,7
2025-05-05 00:00:00+00:00,6,4,21,17
2025-05-06 00:00:00+00:00,4,4,22,15
2025-05-07 00:00:00+00:00,1,1,5,5
