time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-03 00:00:00+00:00,4.0,4.0,32,11
2024-02-04 00:00:00+00:00,2.0,2.0,29,7
2024-02-05 00:00:00+00:00,3.0,3.0,23,13
2024-02-06 00:00:00+00:00,2.0,2.0,35,23
2024-02-07 00:00:00+00:00,2.0,2.0,13,13
2024-02-08 00:00:00+00:00,4.0,4.0,103,24
2024-02-09 00:00:00+00:00,5.0,5.0,97,12
2024-02-10 00:00:00+00:00,2.0,2.0,31,11
2024-02-11 00:00:00+00:00,2.0,2.0,13,8
2024-02-12 00:00:00+00:00,3.0,3.0,15,10
2024-02-13 00:00:00+00:00,4.0,4.0,21,12
2024-02-14 00:00:00+00:00,2.0,2.0,40,12
2024-02-15 00:00:00+00:00,3.0,3.0,38,16
2024-02-16 00:00:00+00:00,,,12,8
