time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-03 00:00:00+00:00,3.0,3.0,152,31
2024-05-04 00:00:00+00:00,7.0,3.0,25,17
2024-05-05 00:00:00+00:00,1.0,1.0,28,23
2024-05-06 00:00:00+00:00,4.0,4.0,72,30
2024-05-07 00:00:00+00:00,9.0,5.0,124,31
2024-05-08 00:00:00+00:00,3.0,3.0,41,18
2024-05-09 00:00:00+00:00,3.0,3.0,73,31
2024-05-10 00:00:00+00:00,1.0,1.0,53,34
2024-05-11 00:00:00+00:00,9.0,3.0,85,28
2024-05-12 00:00:00+00:00,2.0,2.0,35,18
2024-05-13 00:00:00+00:00,6.0,3.0,48,27
2024-05-14 00:00:00+00:00,8.0,4.0,66,32
2024-05-15 00:00:00+00:00,8.0,4.0,60,41
2024-05-16 00:00:00+00:00,,,130,48
