time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-13 00:00:00+00:00,7.0,5.0,23,13
2025-03-14 00:00:00+00:00,1.0,1.0,13,7
2025-03-15 00:00:00+00:00,5.0,2.0,7,7
2025-03-16 00:00:00+00:00,7.0,3.0,17,10
2025-03-17 00:00:00+00:00,9.0,5.0,24,14
2025-03-18 00:00:00+00:00,3.0,2.0,20,16
2025-03-19 00:00:00+00:00,10.0,5.0,23,12
2025-03-20 00:00:00+00:00,15.0,8.0,18,9
2025-03-21 00:00:00+00:00,4.0,4.0,36,18
2025-03-22 00:00:00+00:00,16.0,4.0,8,6
2025-03-23 00:00:00+00:00,15.0,9.0,22,9
2025-03-24 00:00:00+00:00,8.0,4.0,13,9
2025-03-25 00:00:00+00:00,9.0,5.0,17,9
2025-03-26 00:00:00+00:00,,,11,11
