url_path,views_total,views_unique
/Pythagora-io/pythagora,139,118
/Pythagora-io/pythagora/issues/75,6,4
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,4,2
/pythagora-io/pythagora,3,2
/Pythagora-io/pythagora/pulls,3,2
/Pythagora-io/pythagora/blob/main/src/scripts/deleteAllFailed.js,2,2
/Pythagora-io/pythagora/issues,2,2
/Pythagora-io/pythagora/blob/main/src/patches/http.js,2,1
/Pythagora-io/pythagora/actions/runs/10782626464/workflow,1,1
/Pythagora-io/pythagora/blob/main/LICENSE,1,1
