referrer,views_total,views_unique
Google,52,40
github.com,20,13
chatgpt.com,3,3
pythagora.ai,3,3
yandex.ru,2,2
search.brave.com,2,1
DuckDuckGo,1,1
ya.ru,1,1
perplexity.ai,1,1
firecrawl.dev,1,1
