referrer,views_total,views_unique
Google,1321,873
news.ycombinator.com,813,714
github.com,425,203
Bing,108,43
pythagora.ai,90,62
search.brave.com,73,44
youtube.com,51,38
DuckDuckGo,43,37
hckrnews.com,24,19
l.facebook.com,24,4
