time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-25 00:00:00+00:00,1,1,81,34
2024-04-26 00:00:00+00:00,3,3,68,45
2024-04-27 00:00:00+00:00,6,3,16,14
2024-04-28 00:00:00+00:00,3,3,56,15
2024-04-29 00:00:00+00:00,2,2,33,21
2024-04-30 00:00:00+00:00,2,2,110,24
2024-05-01 00:00:00+00:00,1,1,45,22
2024-05-02 00:00:00+00:00,3,3,169,29
2024-05-03 00:00:00+00:00,3,3,152,31
2024-05-04 00:00:00+00:00,7,3,25,17
2024-05-05 00:00:00+00:00,1,1,28,23
2024-05-06 00:00:00+00:00,4,4,72,30
2024-05-07 00:00:00+00:00,9,5,124,31
2024-05-08 00:00:00+00:00,2,2,41,18
