time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-17 00:00:00+00:00,36,13,4,4
2026-04-18 00:00:00+00:00,32,12,5,4
2026-04-19 00:00:00+00:00,45,16,11,10
2026-04-20 00:00:00+00:00,62,30,11,10
2026-04-21 00:00:00+00:00,74,29,11,11
2026-04-22 00:00:00+00:00,86,30,5,5
2026-04-23 00:00:00+00:00,60,23,9,7
2026-04-24 00:00:00+00:00,67,23,9,7
2026-04-25 00:00:00+00:00,36,21,19,9
2026-04-26 00:00:00+00:00,33,17,5,5
2026-04-27 00:00:00+00:00,28,13,13,9
2026-04-28 00:00:00+00:00,20,14,7,6
2026-04-29 00:00:00+00:00,38,14,4,3
2026-04-30 00:00:00+00:00,34,15,9,8
