time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-09 00:00:00+00:00,5,5,100,32
2024-01-10 00:00:00+00:00,5,5,96,34
2024-01-11 00:00:00+00:00,3,3,79,32
2024-01-12 00:00:00+00:00,2,2,130,30
2024-01-13 00:00:00+00:00,4,4,31,7
2024-01-14 00:00:00+00:00,3,3,52,14
2024-01-15 00:00:00+00:00,5,5,48,21
2024-01-16 00:00:00+00:00,2,2,43,21
2024-01-17 00:00:00+00:00,4,4,32,18
2024-01-18 00:00:00+00:00,2,2,43,21
2024-01-19 00:00:00+00:00,3,3,39,16
2024-01-20 00:00:00+00:00,2,2,67,14
2024-01-21 00:00:00+00:00,2,2,43,17
2024-01-22 00:00:00+00:00,1,1,41,23
