time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-05 00:00:00+00:00,2,2,33,17
2023-08-06 00:00:00+00:00,4,4,21,11
2023-08-07 00:00:00+00:00,4,4,228,60
2023-08-08 00:00:00+00:00,4,4,108,37
2023-08-09 00:00:00+00:00,6,6,207,70
2023-08-10 00:00:00+00:00,1,1,162,38
2023-08-11 00:00:00+00:00,2,2,56,37
2023-08-12 00:00:00+00:00,2,2,26,10
2023-08-13 00:00:00+00:00,3,3,97,24
2023-08-14 00:00:00+00:00,3,3,78,42
2023-08-15 00:00:00+00:00,2,2,91,31
2023-08-16 00:00:00+00:00,1,1,41,27
2023-08-17 00:00:00+00:00,1,1,91,28
2023-08-18 00:00:00+00:00,2,2,41,16
