url_path,views_total,views_unique
/Pythagora-io/pythagora,1469,877
/Pythagora-io/pythagora/issues,137,35
/Pythagora-io/pythagora/tree/main/src,116,47
/Pythagora-io/pythagora/issues/27,56,12
/Pythagora-io/pythagora/graphs/traffic,47,2
/Pythagora-io/pythagora/stargazers,45,6
/Pythagora-io/pythagora/tree/main/src/scripts,29,17
/Pythagora-io/pythagora/tree/main/src/utils,26,12
/Pythagora-io/pythagora/blob/main/src/Pythagora.js,25,14
/Pythagora-io/pythagora/tree/main/src/bin,25,13
