time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-06 00:00:00+00:00,4,4,72,30
2024-05-07 00:00:00+00:00,9,5,124,31
2024-05-08 00:00:00+00:00,3,3,41,18
2024-05-09 00:00:00+00:00,3,3,73,31
2024-05-10 00:00:00+00:00,1,1,53,34
2024-05-11 00:00:00+00:00,9,3,85,28
2024-05-12 00:00:00+00:00,2,2,35,18
2024-05-13 00:00:00+00:00,6,3,48,27
2024-05-14 00:00:00+00:00,8,4,66,32
2024-05-15 00:00:00+00:00,8,4,60,41
2024-05-16 00:00:00+00:00,6,2,137,49
2024-05-17 00:00:00+00:00,2,2,106,45
2024-05-18 00:00:00+00:00,1,1,26,18
2024-05-19 00:00:00+00:00,5,2,23,10
