time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-19 00:00:00+00:00,8.0,5.0,7,7
2025-09-20 00:00:00+00:00,8.0,8.0,5,5
2025-09-21 00:00:00+00:00,7.0,7.0,15,10
2025-09-22 00:00:00+00:00,6.0,6.0,11,8
2025-09-23 00:00:00+00:00,10.0,8.0,22,13
2025-09-24 00:00:00+00:00,3.0,3.0,7,7
2025-09-25 00:00:00+00:00,4.0,4.0,12,8
2025-09-26 00:00:00+00:00,6.0,5.0,7,7
2025-09-27 00:00:00+00:00,11.0,7.0,20,9
2025-09-28 00:00:00+00:00,5.0,5.0,12,7
2025-09-29 00:00:00+00:00,10.0,10.0,6,3
2025-09-30 00:00:00+00:00,7.0,7.0,3,3
2025-10-01 00:00:00+00:00,9.0,9.0,11,9
2025-10-02 00:00:00+00:00,,,9,5
