time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-27 00:00:00+00:00,2,2,20,8
2024-01-28 00:00:00+00:00,4,4,8,3
2024-01-29 00:00:00+00:00,3,3,48,22
2024-01-30 00:00:00+00:00,4,4,48,21
2024-01-31 00:00:00+00:00,3,3,71,26
2024-02-01 00:00:00+00:00,4,4,61,25
2024-02-02 00:00:00+00:00,3,3,57,25
2024-02-03 00:00:00+00:00,4,4,32,11
2024-02-04 00:00:00+00:00,2,2,29,7
2024-02-05 00:00:00+00:00,3,3,23,13
2024-02-06 00:00:00+00:00,2,2,35,23
2024-02-07 00:00:00+00:00,2,2,13,13
2024-02-08 00:00:00+00:00,4,4,103,24
2024-02-09 00:00:00+00:00,3,3,97,12
