time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-30 00:00:00+00:00,,,20,14
2024-12-31 00:00:00+00:00,1.0,1.0,22,11
2025-01-01 00:00:00+00:00,6.0,4.0,18,12
2025-01-02 00:00:00+00:00,,,41,13
2025-01-03 00:00:00+00:00,3.0,2.0,19,14
2025-01-04 00:00:00+00:00,3.0,2.0,38,11
2025-01-05 00:00:00+00:00,1.0,1.0,14,13
2025-01-06 00:00:00+00:00,2.0,2.0,19,7
2025-01-07 00:00:00+00:00,1.0,1.0,41,14
2025-01-08 00:00:00+00:00,1.0,1.0,30,22
2025-01-09 00:00:00+00:00,,,38,16
2025-01-10 00:00:00+00:00,5.0,4.0,17,11
2025-01-11 00:00:00+00:00,2.0,2.0,26,16
2025-01-12 00:00:00+00:00,,,27,15
