url_path,views_total,views_unique
/Pythagora-io/pythagora,273,200
/Pythagora-io/pythagora/tree/main/src,99,23
/Pythagora-io/pythagora/tree/main/src/helpers,22,8
/Pythagora-io/pythagora/blob/main/README.md,20,9
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,18,8
/Pythagora-io/pythagora/tree/main/src/templates,18,8
/Pythagora-io/pythagora/tree/main/pythagora_tests/unit/src,17,6
/Pythagora-io/pythagora/issues,16,12
/Pythagora-io/pythagora/tree/main,14,7
/Pythagora-io/pythagora/tree/main/src/commands,14,6
