time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-21 00:00:00+00:00,5.0,2.0,74,52
2024-10-22 00:00:00+00:00,1.0,1.0,98,52
2024-10-23 00:00:00+00:00,2.0,2.0,67,39
2024-10-24 00:00:00+00:00,2.0,2.0,94,43
2024-10-25 00:00:00+00:00,1.0,1.0,76,48
2024-10-26 00:00:00+00:00,1.0,1.0,85,30
2024-10-27 00:00:00+00:00,3.0,2.0,31,23
2024-10-28 00:00:00+00:00,,,48,35
2024-10-29 00:00:00+00:00,1.0,1.0,73,34
2024-10-30 00:00:00+00:00,3.0,1.0,44,26
2024-10-31 00:00:00+00:00,2.0,2.0,77,23
2024-11-01 00:00:00+00:00,3.0,3.0,109,39
2024-11-02 00:00:00+00:00,,,53,29
2024-11-03 00:00:00+00:00,,,37,18
