url_path,views_total,views_unique
/Pythagora-io/pythagora,2760,2192
/Pythagora-io/pythagora/tree/main/src,105,76
/Pythagora-io/pythagora/issues,35,28
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,29,27
/Pythagora-io/pythagora/tree/main,25,20
/Pythagora-io/pythagora/tree/main/src/commands,22,18
/Pythagora-io/pythagora/blob/main/README.md,22,17
/Pythagora-io/pythagora/tree/main/src/scripts,21,17
/Pythagora-io/pythagora/tree/main/pythagora_tests/unit/src,18,12
/Pythagora-io/pythagora/pulls,14,12
