time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-27 00:00:00+00:00,,,29,18
2025-01-28 00:00:00+00:00,2.0,1.0,236,172
2025-01-29 00:00:00+00:00,3.0,2.0,38,18
2025-01-30 00:00:00+00:00,6.0,3.0,22,17
2025-01-31 00:00:00+00:00,6.0,3.0,12,12
2025-02-01 00:00:00+00:00,4.0,2.0,36,19
2025-02-02 00:00:00+00:00,2.0,2.0,11,9
2025-02-03 00:00:00+00:00,6.0,3.0,37,19
2025-02-04 00:00:00+00:00,6.0,2.0,70,32
2025-02-05 00:00:00+00:00,7.0,3.0,39,22
2025-02-06 00:00:00+00:00,6.0,4.0,23,20
2025-02-07 00:00:00+00:00,6.0,3.0,30,20
2025-02-08 00:00:00+00:00,4.0,2.0,9,9
2025-02-09 00:00:00+00:00,2.0,2.0,13,8
