time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-20 00:00:00+00:00,4.0,4.0,234,125
2024-03-21 00:00:00+00:00,4.0,3.0,387,122
2024-03-22 00:00:00+00:00,3.0,3.0,172,95
2024-03-23 00:00:00+00:00,5.0,5.0,177,77
2024-03-24 00:00:00+00:00,4.0,4.0,160,87
2024-03-25 00:00:00+00:00,4.0,4.0,189,94
2024-03-26 00:00:00+00:00,6.0,6.0,216,99
2024-03-27 00:00:00+00:00,2.0,2.0,255,87
2024-03-28 00:00:00+00:00,6.0,6.0,214,80
2024-03-29 00:00:00+00:00,4.0,4.0,143,79
2024-03-30 00:00:00+00:00,2.0,2.0,122,54
2024-03-31 00:00:00+00:00,2.0,2.0,99,46
2024-04-01 00:00:00+00:00,5.0,5.0,190,54
2024-04-02 00:00:00+00:00,,,140,57
