referrer,views_total,views_unique
Google,37,23
github.com,21,12
search.brave.com,7,5
xinsheng.huawei.com,7,5
openalternative.co,7,3
pythagora.ai,3,3
Bing,3,1
chatgpt.com,1,1
dynamic-buffer-8a9.notion.site,1,1
producthunt.com,1,1
