time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-15 00:00:00+00:00,2.0,2.0,89,20
2023-11-16 00:00:00+00:00,2.0,2.0,31,19
2023-11-17 00:00:00+00:00,4.0,4.0,67,23
2023-11-18 00:00:00+00:00,1.0,1.0,11,8
2023-11-19 00:00:00+00:00,5.0,4.0,15,3
2023-11-20 00:00:00+00:00,5.0,5.0,37,15
2023-11-21 00:00:00+00:00,2.0,2.0,27,14
2023-11-22 00:00:00+00:00,4.0,3.0,90,20
2023-11-23 00:00:00+00:00,2.0,2.0,210,19
2023-11-24 00:00:00+00:00,3.0,3.0,67,18
2023-11-25 00:00:00+00:00,2.0,2.0,78,9
2023-11-26 00:00:00+00:00,4.0,4.0,20,8
2023-11-27 00:00:00+00:00,6.0,6.0,61,20
2023-11-28 00:00:00+00:00,,,192,18
