time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-12 00:00:00+00:00,5.0,2.0,14,8
2025-04-13 00:00:00+00:00,1.0,1.0,5,4
2025-04-14 00:00:00+00:00,1.0,1.0,17,12
2025-04-15 00:00:00+00:00,4.0,4.0,14,11
2025-04-16 00:00:00+00:00,2.0,2.0,12,11
2025-04-17 00:00:00+00:00,8.0,5.0,24,13
2025-04-18 00:00:00+00:00,7.0,4.0,12,10
2025-04-19 00:00:00+00:00,6.0,4.0,4,4
2025-04-20 00:00:00+00:00,9.0,5.0,13,12
2025-04-21 00:00:00+00:00,8.0,6.0,11,8
2025-04-22 00:00:00+00:00,4.0,4.0,16,13
2025-04-23 00:00:00+00:00,4.0,3.0,25,19
2025-04-24 00:00:00+00:00,7.0,4.0,21,14
2025-04-25 00:00:00+00:00,,,11,9
