url_path,views_total,views_unique
/Pythagora-io/pythagora,79,69
/Pythagora-io/pythagora/issues,13,4
/Pythagora-io/pythagora/issues/75,10,8
/Pythagora-io/pythagora/tree/main/src,8,6
/pythagora-io/pythagora,5,4
/Pythagora-io/pythagora/pulls,4,3
/Pythagora-io/pythagora/blob/main/src/scripts/renameTests.js,4,1
/Pythagora-io/pythagora/commits/main,3,2
/Pythagora-io/pythagora/tree/main/src/scripts,3,2
/Pythagora-io/pythagora/blob/main/LICENSE,3,1
