url_path,views_total,views_unique
/Pythagora-io/pythagora,815,554
/Pythagora-io/pythagora/tree/main/src,166,38
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,56,19
/Pythagora-io/pythagora/issues,49,27
/Pythagora-io/pythagora/tree/main/pythagora_tests/unit/src,38,12
/Pythagora-io/pythagora/blob/main/src/Pythagora.js,36,14
/Pythagora-io/pythagora/pulls,36,9
/Pythagora-io/pythagora/tree/main/src/scripts,25,10
/Pythagora-io/pythagora/stargazers,24,8
/Pythagora-io/pythagora/tree/main/src/templates,21,6
