url_path,views_total,views_unique
/Pythagora-io/pythagora,1071,799
/Pythagora-io/pythagora/tree/main/src,162,40
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,79,24
/Pythagora-io/pythagora/issues,55,39
/Pythagora-io/pythagora/blob/main/README.md,47,20
/Pythagora-io/pythagora/commits/main,38,5
/Pythagora-io/pythagora/tree/main/pythagora_tests/unit/src,33,12
/Pythagora-io/pythagora/tree/main/src/commands,31,12
/Pythagora-io/pythagora/tree/main/src/templates,24,11
/Pythagora-io/pythagora/tree/main/src/bin,23,7
