url_path,views_total,views_unique
/Pythagora-io/pythagora,3433,2685
/Pythagora-io/pythagora/tree/main/src,131,85
/Pythagora-io/pythagora/issues,57,31
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,39,32
/Pythagora-io/pythagora/tree/main/src/scripts,32,21
/Pythagora-io/pythagora/tree/main,29,24
/Pythagora-io/pythagora/blob/main/README.md,28,21
/Pythagora-io/pythagora/tree/main/src/commands,26,21
/Pythagora-io/pythagora/tree/main/pythagora_tests/unit/src,24,17
/Pythagora-io/pythagora/forks,18,4
