url_path,views_total,views_unique
/Pythagora-io/pythagora,1957,1509
/Pythagora-io/pythagora/tree/main/src,295,63
/Pythagora-io/pythagora/blob/main/README.md,112,44
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,83,29
/Pythagora-io/pythagora/tree/main/pythagora_tests/unit/src,78,24
/Pythagora-io/pythagora/issues,66,48
/Pythagora-io/pythagora/tree/main/src/commands,50,18
/Pythagora-io/pythagora/tree/main/src/templates,44,17
/Pythagora-io/pythagora/tree/main/src/scripts,43,11
/Pythagora-io/pythagora/tree/main/pythagora_tests/unit/src/utils,42,12
