url_path,views_total,views_unique
/Pythagora-io/pythagora,381,280
/Pythagora-io/pythagora/tree/main/src,74,18
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,22,7
/Pythagora-io/pythagora/issues,15,10
/Pythagora-io/pythagora/tree/main,12,7
/Pythagora-io/pythagora/commits/main,11,4
/Pythagora-io/pythagora/tree/main/src/commands,10,5
/Pythagora-io/pythagora/tree/main/.github/workflows,9,3
/Pythagora-io/pythagora/tree/main/src/docs/integration,7,3
/Pythagora-io/pythagora/blob/main/.github/workflows/github-repo-stats.yml,7,2
