url_path,views_total,views_unique
/Pythagora-io/pythagora,232,179
/Pythagora-io/pythagora/tree/main/src,19,10
/Pythagora-io/pythagora/issues/75,11,9
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,6,5
/Pythagora-io/pythagora/issues,6,5
/Pythagora-io/pythagora/tree/main,6,3
/Pythagora-io/pythagora/tree/main/pythagora_tests/unit/src,5,5
/Pythagora-io/pythagora/tree/main/src/bin,5,3
/Pythagora-io/pythagora/tree/main/src/commands,4,4
/Pythagora-io/pythagora/tree/main/src/templates,4,3
