url_path,views_total,views_unique
/Pythagora-io/pythagora,350,241
/Pythagora-io/pythagora/tree/main/src,80,17
/Pythagora-io/pythagora/issues,21,15
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,20,8
/Pythagora-io/pythagora/tree/main,15,8
/Pythagora-io/pythagora/tree/main/src/docs/integration,14,2
/Pythagora-io/pythagora/tree/main/src/helpers,13,4
/Pythagora-io/pythagora/blob/main/README.md,11,5
/Pythagora-io/pythagora/tree/main/src/commands,10,3
/Pythagora-io/pythagora/tree/main/src/docs,10,1
