referrer,views_total,views_unique
Google,1149,768
news.ycombinator.com,650,575
github.com,358,158
pythagora.ai,80,55
Bing,74,34
search.brave.com,63,36
youtube.com,50,37
DuckDuckGo,33,27
l.facebook.com,24,4
siteefy.com,20,9
