time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-15 00:00:00+00:00,12,6,8,7
2025-08-16 00:00:00+00:00,9,3,8,6
2025-08-17 00:00:00+00:00,9,3,13,10
2025-08-18 00:00:00+00:00,12,5,28,18
2025-08-19 00:00:00+00:00,18,9,15,9
2025-08-20 00:00:00+00:00,11,5,5,5
2025-08-21 00:00:00+00:00,8,2,13,11
2025-08-22 00:00:00+00:00,10,4,15,11
2025-08-23 00:00:00+00:00,15,9,11,6
2025-08-24 00:00:00+00:00,14,7,5,5
2025-08-25 00:00:00+00:00,14,6,9,7
2025-08-26 00:00:00+00:00,11,5,22,12
2025-08-27 00:00:00+00:00,11,5,27,17
2025-08-28 00:00:00+00:00,1,1,12,9
