time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-28 00:00:00+00:00,5,5,12,7
2025-09-29 00:00:00+00:00,10,10,6,3
2025-09-30 00:00:00+00:00,7,7,3,3
2025-10-01 00:00:00+00:00,9,9,11,9
2025-10-02 00:00:00+00:00,3,3,11,6
2025-10-03 00:00:00+00:00,12,12,26,6
2025-10-04 00:00:00+00:00,7,7,25,11
2025-10-05 00:00:00+00:00,7,6,8,8
2025-10-06 00:00:00+00:00,8,8,7,6
2025-10-07 00:00:00+00:00,14,12,4,4
2025-10-08 00:00:00+00:00,8,8,6,6
2025-10-09 00:00:00+00:00,6,5,9,5
2025-10-10 00:00:00+00:00,8,7,21,11
2025-10-11 00:00:00+00:00,5,3,11,6
