time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-04 00:00:00+00:00,6.0,4.0,119,55
2023-04-05 00:00:00+00:00,4.0,3.0,140,53
2023-04-06 00:00:00+00:00,2.0,2.0,265,168
2023-04-07 00:00:00+00:00,2.0,2.0,120,39
2023-04-08 00:00:00+00:00,,,29,22
2023-04-09 00:00:00+00:00,2.0,2.0,40,16
2023-04-10 00:00:00+00:00,5.0,4.0,75,18
2023-04-11 00:00:00+00:00,13.0,9.0,130,24
2023-04-12 00:00:00+00:00,6.0,4.0,141,30
2023-04-13 00:00:00+00:00,7.0,6.0,92,29
2023-04-14 00:00:00+00:00,9.0,7.0,93,36
2023-04-15 00:00:00+00:00,3.0,3.0,32,17
2023-04-16 00:00:00+00:00,3.0,3.0,21,13
2023-04-17 00:00:00+00:00,1.0,1.0,73,24
