time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-14 00:00:00+00:00,,,23,18
2024-11-15 00:00:00+00:00,,,27,23
2024-11-16 00:00:00+00:00,3.0,1.0,27,15
2024-11-17 00:00:00+00:00,,,99,19
2024-11-18 00:00:00+00:00,,,33,20
2024-11-19 00:00:00+00:00,1.0,1.0,43,24
2024-11-20 00:00:00+00:00,1.0,1.0,37,26
2024-11-21 00:00:00+00:00,3.0,2.0,34,26
2024-11-22 00:00:00+00:00,1.0,1.0,46,29
2024-11-23 00:00:00+00:00,,,35,24
2024-11-24 00:00:00+00:00,2.0,1.0,14,12
2024-11-25 00:00:00+00:00,,,71,22
2024-11-26 00:00:00+00:00,4.0,1.0,19,17
2024-11-27 00:00:00+00:00,1.0,1.0,21,17
