url_path,views_total,views_unique
/Pythagora-io/pythagora,395,268
/Pythagora-io/pythagora/tree/main/src,81,20
/Pythagora-io/pythagora/blob/main/src/docs/integration/README.md,29,9
/Pythagora-io/pythagora/issues,19,13
/Pythagora-io/pythagora/tree/main,12,7
/Pythagora-io/pythagora/tree/main/src/commands,10,5
/Pythagora-io/pythagora/commits/main,10,3
/Pythagora-io/pythagora/tree/main/src/utils,8,3
/Pythagora-io/pythagora/pulls,7,4
/Pythagora-io/pythagora/tree/main/src/docs/integration,7,3
