time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-15 00:00:00+00:00,14,5,16,10
2025-10-16 00:00:00+00:00,24,7,10,8
2025-10-17 00:00:00+00:00,16,6,26,14
2025-10-18 00:00:00+00:00,25,9,16,10
2025-10-19 00:00:00+00:00,3,3,9,7
2025-10-20 00:00:00+00:00,20,10,11,9
2025-10-21 00:00:00+00:00,10,4,13,11
2025-10-22 00:00:00+00:00,12,7,23,11
2025-10-23 00:00:00+00:00,10,5,24,15
2025-10-24 00:00:00+00:00,9,4,16,12
2025-10-25 00:00:00+00:00,12,11,4,3
2025-10-26 00:00:00+00:00,9,9,10,9
2025-10-27 00:00:00+00:00,8,8,34,13
2025-10-28 00:00:00+00:00,4,4,15,8
