url_path,views_total,views_unique
/Pythagora-io/pythagora,167,130
/Pythagora-io/pythagora/tree/main/src,14,5
/Pythagora-io/pythagora/branches,6,2
/Pythagora-io/pythagora/blob/main/package.json,5,2
/Pythagora-io/pythagora/blob/main/README.md,5,2
/Pythagora-io/pythagora/tree/main/pythagora_tests/unit/src,4,2
/Pythagora-io/pythagora/issues,3,3
/Pythagora-io/pythagora/commits/main,2,2
/Pythagora-io/pythagora/blob/main/.github/workflows/github-repo-stats.yml,2,1
/Pythagora-io/pythagora/blob/main/LICENSE,2,1
